review,ID,리뷰수(유저),평균별점,별점(유저),별점,리뷰수,상호명,주소,감성점수
정말 친절하다 인테리어 새롭다 하다 같다 전보 모던 하다 좋다 마감 가다 파이 종류 남다 나가다 쿠키 하나 챙기다 정말 감동 이다 번창 하다,R,4,5.0,5,4.0,299,더파이홀,서울 서대문구 연세로5나길 20 1층 (지번) 창천동 57-61,2.0
불친절 주문 받다 있다,말린레몬,759,4.3,4,4.0,299,더파이홀,서울 서대문구 연세로5나길 20 1층 (지번) 창천동 57-61,1.0
디저트 진짜 맛있다,꼼꼼이,188,4.4,4,4.0,299,더파이홀,서울 서대문구 연세로5나길 20 1층 (지번) 창천동 57-61,2.0
꾸다 하고 진하다 말차 오레오 케이크 진짜 존맛 자꾸 생각나다,leeyeee,18,3.9,5,4.0,299,더파이홀,서울 서대문구 연세로5나길 20 1층 (지번) 창천동 57-61,0.0
하다 뭐해 파이 진짜 맛없다 없다 다만 비다 가격 살짝 있다 오히려 케익 으로 살다 훨씬 저렴하다 같다 생각 하다 어쨌든 너무 너무 맛있다,얌얌,43,4.6,5,4.0,299,더파이홀,서울 서대문구 연세로5나길 20 1층 (지번) 창천동 57-61,0.25
파이 커피 두다 만족,빡세,128,4.7,5,4.0,299,더파이홀,서울 서대문구 연세로5나길 20 1층 (지번) 창천동 57-61,2.0
딸기 초코파이 가장 맛있다 파이 파이 많이 강하다 편이 라서 과일 들어가다 파이 가장 맛있다 같다 레몬 파이다 너무 얼그레이 크림 올라가다 초코파이 맛있다 곱다 호박 파이 준수 이다 애플파이 같다 경우 얼마 애플파이 하다 전문점 파이 먹다 보다 지라 비교 되다 하지만 그래도 무난,맛있구나,"1,429",3.7,4,4.0,299,더파이홀,서울 서대문구 연세로5나길 20 1층 (지번) 창천동 57-61,1.8
오레오 말차 파이 존맛 신촌 에서 밥약 있다 매번 방문 하다,비치,133,3.8,4,4.0,299,더파이홀,서울 서대문구 연세로5나길 20 1층 (지번) 창천동 57-61,0.0
때로는 지나치다 달다 싶다 왠지 그저 눈감다 싶다 때로는 너무 복작 거리 지만 그렇다 불구 하고 다시 발걸음 하다 되다 신촌 따뜻하다 가게 맛있다 파이 찾기 은근 어렵다 서울 에서 오랫동안 줏대 처럼 자리 지키다 있다 추억 보정 아예 없다 하다 거짓말 이겠다 얼그레이 가나 행복 자체,여름,259,4.2,5,4.0,299,더파이홀,서울 서대문구 연세로5나길 20 1층 (지번) 창천동 57-61,0.0
호박 파이 엄청 달다 않다 호박 진하다 너무 맛있다 담기다 이쁘다 다음 다른 베이커리 포장 하다 먹다,룰루,57,4.7,4,4.0,299,더파이홀,서울 서대문구 연세로5나길 20 1층 (지번) 창천동 57-61,2.0
파이 좋다 음료 가격 요즘 카페 하다 매우 합리 커피 디카 페인 옵션 있다 특히 좋다 인테리어 더하다 신촌 줏대 느낌 물씬 부가 좁다 복작복작 하다 아늑하다 느낌 덜하다,옥탑방,389,3.5,4,4.0,299,더파이홀,서울 서대문구 연세로5나길 20 1층 (지번) 창천동 57-61,1.67
이이이 짜다 달다 재질 정혈템임,벌꿀오소리,42,4.3,3,4.0,299,더파이홀,서울 서대문구 연세로5나길 20 1층 (지번) 창천동 57-61,0.0
다니다 한결같다 고맙다 서울 파이 자존심 ㅜㅜㅜ 음악 항상 아쉽다 최근 비틀즈 롤링스톤즈 나오다 너무 좋다,김하민,49,4.0,5,4.0,299,더파이홀,서울 서대문구 연세로5나길 20 1층 (지번) 창천동 57-61,1.0
양은 지만 오레오 말차 진짜 너무 맛있다 감동 하다 신촌 방문 매번 포장 하다 가다,힐스테이트,95,3.7,5,4.0,299,더파이홀,서울 서대문구 연세로5나길 20 1층 (지번) 창천동 57-61,2.0
파이 정말 단골 이고 거의 매주 들다 사다 오늘 커피 에서 이렇다 플라스틱 껍질 나오다 정말 맛있다 사랑 하다 가게 이지만 위생 조금 신경 쓰다 파이 돼다 좋다 마음 후기 남기다,Jay,27,4.4,2,4.0,299,더파이홀,서울 서대문구 연세로5나길 20 1층 (지번) 창천동 57-61,2.0
분위기 좋다 자리 편하다,beta,53,4.2,4,4.0,299,더파이홀,서울 서대문구 연세로5나길 20 1층 (지번) 창천동 57-61,2.0
분위기 장통,김감곰,54,4.7,3,4.0,299,더파이홀,서울 서대문구 연세로5나길 20 1층 (지번) 창천동 57-61,0.0
레몬 머랭 말차 딸기 이렇게 먹다 별로 이다 특히 말차 최악,JY,7,2.7,2,4.0,299,더파이홀,서울 서대문구 연세로5나길 20 1층 (지번) 창천동 57-61,-2.0
매우 유명하다 이지만 베리 파이 너무 셨어 들다 베리 비추다 이다 아기자기 오래되다 감성 좋다,june,88,3.8,3,4.0,299,더파이홀,서울 서대문구 연세로5나길 20 1층 (지번) 창천동 57-61,0.0
비쥬 넘다 좋다 ㅠㅠㅠ 있다,지영2,95,4.3,4,4.0,299,더파이홀,서울 서대문구 연세로5나길 20 1층 (지번) 창천동 57-61,2.0
단골 인데 요즘 사람 넘다 많다 가다 있다 디저트 존맛 인데 사람 많다 가게 시끄럽다 어쩔 없다 시국 이라 가기 꺼리다 코로나 풀리다 방문 하다 가게 순위,신촌홍대리뷰러,134,3.9,4,4.0,299,더파이홀,서울 서대문구 연세로5나길 20 1층 (지번) 창천동 57-61,-0.2
사람 많다 웨이 안내 없다 화장실 그래도 갈다 마다 자리 있다 앉다 먹다,ㅈㅅ,122,3.0,3,4.0,299,더파이홀,서울 서대문구 연세로5나길 20 1층 (지번) 창천동 57-61,0.5
먼저 오다 기다리다 있다 매장 입구 협소해 에서 기다리다 바로 하다 정도 서서 기다리다 자리 보고 들어가다 에서 기다리다 손님 먼저 라고 자리 치우다 나가다 달라 그래서 자초지종 설명 하고 먼저 오다 명단 이라도 있다 물어보다 그렇다 없다 그냥 나가다 달라 하다 죄송하다 한마디 없이 내다 치우다 나가다 하다 너무 속상하다 맞다 싶다 이렇다 서비스 있다 없다 떠나다 다시다 가다,hju,1,1.0,1,4.0,299,더파이홀,서울 서대문구 연세로5나길 20 1층 (지번) 창천동 57-61,-1.5
기대 없이 가다 런가 상당하다 괜찮다 참고 커피 모르다 말다 포장 하다 바나나 들어가다 먹다 달다 않다 괜찮다 펌킨 파이 먹다 가다 나가다 건지다 메뉴 사라지다 건지다 없다 대략 방문 하다 암튼 혹평 많다 쓰다 들어오다 조금 당황 하다 포장 구매 다시 방문 하다 마음 있다,요이요이,62,3.4,4,4.0,299,더파이홀,서울 서대문구 연세로5나길 20 1층 (지번) 창천동 57-61,0.8
개도 아깝다 커피 섞다 밍밍 나다 파이 역시 하다 많다 않다 다시다 갈다 같다,ㅈㅎ,17,3.8,1,4.0,299,더파이홀,서울 서대문구 연세로5나길 20 1층 (지번) 창천동 57-61,0.5
얼그레이 갸또 쇼콜라 크림 얼그레이 아주 연하다 쇼콜라 초딩 먹다 불량 식품 초코 나다 그걸 떠나다 오메가 인지 이상하다 기름 나다 엉엉 ㅠㅠㅠ 마롱 치즈 스크럼 화가 아무리 헹궈 먹다 보다 모르다 댓글 보고 엄청 기대하다 그렇다 한테 ㅠㅠㅠ 마음 아프다 정도 없다,이도저도,85,3.8,1,4.0,299,더파이홀,서울 서대문구 연세로5나길 20 1층 (지번) 창천동 57-61,-1.17
파이 파이 최고 끊임없다 포크 가요 분위기 뭔가 아기자기하다,묘묘,340,4.3,5,4.0,299,더파이홀,서울 서대문구 연세로5나길 20 1층 (지번) 창천동 57-61,2.0
웨이 시스템 진심 최악,쭈까,21,2.9,1,4.0,299,더파이홀,서울 서대문구 연세로5나길 20 1층 (지번) 창천동 57-61,-2.0
얼그레이 크림 너무 별로 이다 아니다 크림 서걱 거리 얼음 이랑 섞이다 물맛 나다 얼그레이 모르다 저녁 가다 냉장고 너무 오래 있다 그런 가요 아래 초코릿 누텔라 잔뜩 바른 꾸다 초코 이고 먹다 하다 플레이 깔끔하다 않다 암튼 전체 으로 기대 만큼은 아니다 차라리 말차 쿠키 기본 이상하다,lakak,31,3.9,2,4.0,299,더파이홀,서울 서대문구 연세로5나길 20 1층 (지번) 창천동 57-61,0.0
대학생 친구 추천 으로 가다 신촌 갈다 마다 사오다 편임 늦다 가면 앉다 자리 없다 뿐더러 파이 없다 경우 있다 하지만 맛있다 할아버지 생신 파이 구매 하다 가다 종류 별로 시키다 먹음 가족 에게 제일 인기 많다 오레오 말차 얼그레이 초코 로투스 민트 초코 이렇게 되어다 많이 들다 들다 오래 오래 장사 해주다 좋다,skye,78,4.4,5,4.0,299,더파이홀,서울 서대문구 연세로5나길 20 1층 (지번) 창천동 57-61,0.62
작다 공간 이지만 아기자기하다 자다 꾸미다 있다,주찬양,63,4.8,5,4.0,299,더파이홀,서울 서대문구 연세로5나길 20 1층 (지번) 창천동 57-61,0.0
파이 맛집,무한도전,200,4.6,5,4.0,299,더파이홀,서울 서대문구 연세로5나길 20 1층 (지번) 창천동 57-61,2.0
맛있다 친절,",",72,4.7,5,4.0,299,더파이홀,서울 서대문구 연세로5나길 20 1층 (지번) 창천동 57-61,2.0
사람 많다 많이 기다리다 하지만 그만큼 너무 좋다 ㅠㅠ 사과파이 무척 좋아하다 으로 여기 갈다 같다 ㅎㅎ,mfirst75,160,4.5,4,4.0,299,더파이홀,서울 서대문구 연세로5나길 20 1층 (지번) 창천동 57-61,1.75
요즘 디저트 평준화 되다 그렇다 특출나다 맛있다 정도 아니다 평범 평범하다 비싸다 가다,냠냐미,116,2.9,3,4.0,299,더파이홀,서울 서대문구 연세로5나길 20 1층 (지번) 창천동 57-61,-0.67
있다 파이 전체 으로 비싸다 있다 하다 얼그레이 가나 맛있다 먹다,ㅇㅇ,40,3.9,4,4.0,299,더파이홀,서울 서대문구 연세로5나길 20 1층 (지번) 창천동 57-61,0.0
비스켓 너무 맛있다 시간 기다 ㅜㅜ,오리보,20,3.8,5,4.0,299,더파이홀,서울 서대문구 연세로5나길 20 1층 (지번) 창천동 57-61,2.0
신촌 갈다 마다 들다 테이크아웃 ㅎㅎ 근데 음료 잇다 자다 모르다 ㅎㅎ 결혼 축하 하다,지은,42,5.0,5,4.0,299,더파이홀,서울 서대문구 연세로5나길 20 1층 (지번) 창천동 57-61,1.33
연대 다니다 친구 생일 신촌 명물 이라고 사주다 생각나다 진차 맛있다 얼그레이 가나 최애,해찬아밥먹어라,170,4.5,5,4.0,299,더파이홀,서울 서대문구 연세로5나길 20 1층 (지번) 창천동 57-61,1.5
무난 하다,미식한고독멍멍이,108,2.7,2,4.0,299,더파이홀,서울 서대문구 연세로5나길 20 1층 (지번) 창천동 57-61,0.0
오전 가다 쿠키 먹다 맛있다,권,26,4.9,5,4.0,299,더파이홀,서울 서대문구 연세로5나길 20 1층 (지번) 창천동 57-61,2.0
신촌 명물 예전 비다 가성 떨어지다 여전하다 갈다 법해 파이 엄청 다양하다 맛있다,완만한우상향,116,4.4,5,4.0,299,더파이홀,서울 서대문구 연세로5나길 20 1층 (지번) 창천동 57-61,0.67
얼그레이 가나 잇다 직원 분들 친절하다,냐옹,50,3.9,5,4.0,299,더파이홀,서울 서대문구 연세로5나길 20 1층 (지번) 창천동 57-61,2.0
파이 너무 작다 레몬 머랭 파이 에서 계란 비리다 너무 많이 나요 얼그레이 가나 파이다 맛있다,슈붕,94,4.3,2,4.0,299,더파이홀,서울 서대문구 연세로5나길 20 1층 (지번) 창천동 57-61,2.0
그냥 맛있다 생각 없다 그냥 단순하다 디저트 이상 아니다 그리고 늦다 정말 시끄럽다,뙈지,596,4.1,2,4.0,299,더파이홀,서울 서대문구 연세로5나길 20 1층 (지번) 창천동 57-61,-0.8
파이 보다 쿠키 스콘 개맛 있다,맛없안잼없안,161,4.2,5,4.0,299,더파이홀,서울 서대문구 연세로5나길 20 1층 (지번) 창천동 57-61,0.0
친절하다 편이 시구 카페 분위기 괜찮다 사람 많이 있다 디저트 맛집 대부분 디저트 필수 보이다 포장 하다 가시다 있다 오호 정보 별로 없다 잘나가다 여쭈다 보고 주문 하다 스페셜 추천 받다 시도 해보다 ㅋㅋ 오묘하다 먹다 하다 말차 오레오 먹다 보다 안되다 같다 먹다 오다 맛있다 말차 으로 시작 하다 초코 으로 이어지다 과일 얹다 데코 신경 많이 쓸다 넘다 예쁘다 사진 연신 찍다 대다 다른 디저트 도전 ㅋㅋ 주문 하다 자리 가져다주다 화장실 이랑 멀다 크게 불편 없다 장내 에서 정도 맡다 자리 다닥다닥 느낌 인데 테이블 떨어지다 자리 잡다 괜찮다 참고,J,46,3.4,3,4.0,299,더파이홀,서울 서대문구 연세로5나길 20 1층 (지번) 창천동 57-61,0.58
예쁘다 맛있다,푸드파이터,125,3.7,5,4.0,299,더파이홀,서울 서대문구 연세로5나길 20 1층 (지번) 창천동 57-61,2.0
좋다 비싸다 사람 항상 많다 시끄럽다 너무 시끄럽다 사람 들리다,.,56,3.8,4,4.0,299,더파이홀,서울 서대문구 연세로5나길 20 1층 (지번) 창천동 57-61,-0.4
진심 맛있다 가다 손해,이채린,2,4.0,5,4.0,299,더파이홀,서울 서대문구 연세로5나길 20 1층 (지번) 창천동 57-61,0.0
맛있다 친절하다 사장,늘푸른,106,4.2,5,4.0,299,더파이홀,서울 서대문구 연세로5나길 20 1층 (지번) 창천동 57-61,2.0
파이다 맛있다 않다 장소 너무 더럽다 먼지 많다 추하다 상자 으로 어수선하다 화장실 재앙 이다 그것 장소 냄새 맡다 나다 장소 추천 하다 않다,Simin,29,2.3,1,4.0,299,더파이홀,서울 서대문구 연세로5나길 20 1층 (지번) 창천동 57-61,-0.57
신촌 디저트 오직 여기 파이 진하다 달기 아니다 맛있다 음료 한번 마샤 보다 없다 모르다 비스킷 추천 하다 매장 넓다 않다 테이크아웃 추천 드리다,어니스트,80,4.6,5,4.0,299,더파이홀,서울 서대문구 연세로5나길 20 1층 (지번) 창천동 57-61,-0.33
한번 먹다 생각나다 생일 기념 셀프 선물 한판 사다 ㅋㅋ 초코 말차 진리 미국 에서 먹다 디저트 생각나다 수치 올라가다 존맛 달다 조각 나누다 먹다 아아 무조건 이다,소리질러ㅓㅓㅓ,112,4.5,5,4.0,299,더파이홀,서울 서대문구 연세로5나길 20 1층 (지번) 창천동 57-61,1.0
일단 웬만하다 파이 달기 하다 맛없다 원래 이전 하다 에는 정도 아니다 같다 수준 이하 음료 맹탕 이디야 나은 수준 이다 자리 불편하다 다닥다닥 붙다 앉다 없다 굳이 가다 이해 갈다 정도,.,120,2.8,1,4.0,299,더파이홀,서울 서대문구 연세로5나길 20 1층 (지번) 창천동 57-61,-1.5
연대 다니다 친구 놀다 오다 무조건 데려가다 이다 지금 위치 아니다 굴다리 있다 당시 오랜 오다 먹다 보다 그때 처럼 최고다 싶다 정도 아니다 얼그레이 가나 파이다 여전하다 감동,딩모닝,43,4.1,4,4.0,299,더파이홀,서울 서대문구 연세로5나길 20 1층 (지번) 창천동 57-61,0.0
분위기 좋다 맛있다 파이 먹다 보다 째다 생각나다 이에요,나영즈,21,4.8,5,4.0,299,더파이홀,서울 서대문구 연세로5나길 20 1층 (지번) 창천동 57-61,2.0
맛있다 친절 피넛 초코 맛있다 바삭 다음 따다 먹다 보다 방문 의사,익명,264,3.7,5,4.0,299,더파이홀,서울 서대문구 연세로5나길 20 1층 (지번) 창천동 57-61,2.0
초코파이 찌다,코끼리는 코가 손이래,47,4.3,5,4.0,299,더파이홀,서울 서대문구 연세로5나길 20 1층 (지번) 창천동 57-61,0.0
그냥 그렇다 ㅎㅎ,별별,177,4.5,3,4.0,299,더파이홀,서울 서대문구 연세로5나길 20 1층 (지번) 창천동 57-61,1.0
위생 관리 제발 하다 코로나 아니다 기본 으로 음식 덮다 놓다 하다 아니다,맛집 조앙,18,3.6,1,4.0,299,더파이홀,서울 서대문구 연세로5나길 20 1층 (지번) 창천동 57-61,-2.0
예전 부터 자주 가다 오늘 포장 하다 가다 위생 떨어지다 ㅠㅠ 로투스 타르트 주문 하다 스콘 시키다 싶다 보다 스콘 들다 진열 크다 파리 마리 있다 당연하다 스콘 에도 앉다 아니다 같다 말씀드리다 스콘 따로 빼다 아니다 그냥 맨손 으로 스콘 맨손 닿다 파리 쫓다 신경 쓰다 소비자 있다 있다 음식 팔다 사람 그러면 되다 생각 하다 파리 앉다 스콘 소비자 되다 거리 두기 때문 손님 받다 그렇다 타르트 오늘 만들어지다 같다 않다 시트 무르 덥다 암튼 으로 예전 만큼 갈다 같다 설령 가다 스콘 절대 먹다,댕댕,17,3.6,1,4.0,299,더파이홀,서울 서대문구 연세로5나길 20 1층 (지번) 창천동 57-61,-0.67
일부 메뉴 진열 밖에 있다 조금 위생 부분 신경 쓰이다 기다 하다 파이다 맛있다 오레오 말차 가나 최고 항상 사람 붐비다 요즘 자다 가다 파이 존맛,이화,7,4.9,4,4.0,299,더파이홀,서울 서대문구 연세로5나길 20 1층 (지번) 창천동 57-61,2.0
얼그레이 맛있다 눈물 방울,호랭,24,5.0,5,4.0,299,더파이홀,서울 서대문구 연세로5나길 20 1층 (지번) 창천동 57-61,0.5
밀크 너무 써다 따로 시럽 넣다 쓸다 나다,통통한 새우,53,4.5,4,4.0,299,더파이홀,서울 서대문구 연세로5나길 20 1층 (지번) 창천동 57-61,0.0
언제나 만족 사람 밀도 높다 내해,해리쓰,39,4.6,5,4.0,299,더파이홀,서울 서대문구 연세로5나길 20 1층 (지번) 창천동 57-61,1.5
인데 분위기 최악 정말 최악 장통 구리다 인테리어,연오랑,130,3.5,3,4.0,299,더파이홀,서울 서대문구 연세로5나길 20 1층 (지번) 창천동 57-61,-2.0
